branch_name,review_text,star_rating,date
BPI Monumento Branch,slow service,5,6 years ago
BPI Monumento Branch,"My grandmother tried to open a savings account here. When we sat down b2 the person who called gave us a form and asked where the savings were for where the funds came from which is normal. But out of the blue, an employee called a …",1,5 months ago
BPI Monumento Branch,Very slow! Only 1 counter is open and it's still slow! Pls add more tellers! The queue is long!,1,a year ago
BPI Monumento Branch,Tellers are slow..,2,a year ago
BPI Monumento Branch,The service is good,5,6 years ago
BPI Monumento Branch,,4,a year ago
BPI Monumento Branch,,1,a year ago
BPI Monumento Branch,,1,3 years ago
BPI Monumento Branch,,3,6 years ago
BPI Monumento Branch,,4,7 years ago
BPI BF Resort Las Pinas Branch,"Reserved 1m for me to withdraw so I could diversify my funds. Teller asked me what the withdrawal was for and asked if I wanted to diversify my funds with them instead. I told him that I know PDIC only covers a maximum of 1m per depositor, …",1,a month ago
BPI BF Resort Las Pinas Branch,"Any other business would feel bad for making a customer wait in line for more than 15 minutes, let alone hours. There wasn't even a long queue when I visited this branch but the wait was extremely long. I can never understand why the staff …",1,a year ago
BPI BF Resort Las Pinas Branch,Home of the alleged manager's husband who thinks that making a scene and kicking a customer out of their parking is his right.,1,7 months ago
BPI BF Resort Las Pinas Branch,Reviewing the atms - always online (at least one terminal),4,6 months ago
BPI BF Resort Las Pinas Branch,I think their customer service department can only accomodate 4 to 5 customers per day. They have 2 staffs and yet each staff can finish up one transaction for like 2 hrs. Such a waste of time.,1,2 years ago
BPI BF Resort Las Pinas Branch,I was able to reach the officer (in just seconds) and Ms Leah is ready to assist. My issue was not resolved but having a scheduled resolution on OTP needs kept me safe and felt assured with BPI BFResort branch. Kudos to ma'am. Thank you.,5,7 years ago
BPI BF Resort Las Pinas Branch,"Usually efficient, except when their computer systems encounter problems. Then the queue gets long.",4,a year ago
BPI BF Resort Las Pinas Branch,Friendly and efficient staff. Can get crowded sometimes but usually there's hardly a line. They have a ticketing system and some seating areas,5,7 years ago
BPI BF Resort Las Pinas Branch,"Everyone, including the guards are friendly and accommodating. I'm now a loyal card holder. I find it so easy to transact with this bank.",5,9 years ago
BPI BF Resort Las Pinas Branch,"arrived at 4:28, pero closed na daw what a waste of time.",1,5 years ago
BPI BF Resort Las Pinas Branch,Very conveniently located. Ample parking. Efficient staff,4,8 years ago
BPI BF Resort Las Pinas Branch,Cold place.  No long waiting lines.,5,a year ago
BPI BF Resort Las Pinas Branch,It is easily accessible for me and no lines.,5,3 years ago
BPI BF Resort Las Pinas Branch,Very accommodating 👍 …,5,4 years ago
BPI BF Resort Las Pinas Branch,Good communication..😊 …,5,4 years ago
BPI BF Resort Las Pinas Branch,That's probably all the answers. give me.. strength of will. here in this place. please.. for the 1rts time. I'm xsited..,5,8 years ago
BPI BF Resort Las Pinas Branch,,5,10 months ago
BPI BF Resort Las Pinas Branch,,1,2 years ago
BPI BF Resort Las Pinas Branch,,5,4 years ago
BPI BF Resort Las Pinas Branch,,4,5 years ago
BPI BF Resort Las Pinas Branch,,5,6 years ago
BPI BF Resort Las Pinas Branch,,5,7 years ago
BPI BF Resort Las Pinas Branch,,5,8 years ago
BPI BF Resort Las Pinas Branch,,1,11 years ago
BPI Las Piñas Almanza Uno,Slowest service of any bpi I've been in and that's including mall branches. The manager should put more people in the tellers table when they see people actually standing up while waiting.,1,a year ago
BPI Las Piñas Almanza Uno,Good location.  I don't need to go inside Southmall for my banking needs.,5,Edited 8 years ago
BPI Las Piñas Almanza Uno,Cool but quite crowded,4,9 months ago
BPI Las Piñas Almanza Uno,poor customer service,1,2 years ago
BPI Las Piñas Almanza Uno,Great services...,5,2 years ago
BPI Las Piñas Almanza Uno,love it,5,Edited 10 years ago
BPI Las Piñas Almanza Uno,"The services here are slow, I've been here for 1 hour and 30 minutes just for a deposit transaction. I hope the branch in Talon Uno will be restored.",3,2 years ago
BPI Las Piñas Almanza Uno,I hate atm machine very slow transaction and ate my money,2,6 years ago
BPI Las Piñas Almanza Uno,Tellers take too long,1,7 months ago
BPI Las Piñas Almanza Uno,Service at this branch is slow.,1,6 years ago
BPI Las Piñas Almanza Uno,,5,2 years ago
BPI Las Pinas Branch,"I am here today 23 October 2023 Monday

I am happy 😊 on the service given to me today. Grabeh huh, very good sa improvement ng service from last year. Today walang pila, walang number for waiting. As in nakakatuwa na ang bilis ng Customer service nila. I have 2 concerns to be addressed and both were actioned in a timely manner. Upon entry, may 2 personnel na sila ready to assist one for online banking and then the other one is for their miscellaneous bank account. I was assisted ng mabilis and my concern was resolved so this time I only stay for 30 to 45 mins the most. Nag ready ako baka kase kailangan ko na namang makatulog sa pila pero hindi kase wala na silang pila. Staffs were very friendly and accommodating from the guard.

Another thing they have an open floor plan na maganda and mabilis na din yung transaction. Nakakatuwa lang from No star 🌟 na rating ko sa kanila before to 5 stars 🌟🌟🌟🌟🌟 na sila sa akin today😊.

======================

I was here last Thursday 19May 2022. And yes I fell asleep waiting on queue  4 times. That's how bad their customer service is, been waiting in line for almost 4 hours. And most of those waiting with me already left, I do hope that they have sense of urgency especially on new account openings. They don't care with people at all. Very very bad customer service.

======================",5,Edited a year ago
BPI Las Pinas Branch,"This branch is the worst when it comes to queuing people. Going in to deposit will take you more than 1 hour of queueing for just a few minutes of transaction. I honestly don't know what's taking then so long in processing transactions that makes the queue so long.

Kindly fix this process of yours.",1,3 years ago
BPI Las Pinas Branch,"This is one of those institution you hope not to have any business with just because you got a queue number 59 and they're still attenting to customer 34 and you are well to know that it is going to take a long day of waiting. The ones attending to the customers are okay, they're neutral but not as trying hard to be friendly. I just wish they realize that people have work and has better things to do than wait, if they can work in an urgent manner to keep the flow of people managed. Please try better BPI, our money's in your bank, I want it to be accessible to me as possible",2,6 years ago
BPI Las Pinas Branch,"First, the Preferred Lane is useless, you will still be queueing at seniors and pwd which defeats the purpose of being preferred client. I don’t feel like that. Second, the queuing is all over the place. There are people coming in and out without number. It seems they prioritize those they knew. Third, not all seems working even if they knew the lines are long. If you want to save time and your hard earned money. Don’t transact at this branch. Worst!",1,3 years ago
BPI Las Pinas Branch,"worst bank ever. especially the customer service, they don't care about your time. and shout out to their staff BENG AGUINALDO. whats the use of your contact number in the calling card if you don't even respond to the calls and texts? and ironically you are a CUSTOMER RELATION OFFICER. shame on you",1,6 years ago
BPI Las Pinas Branch,"Inefficient customer service. I went there last 23rd August '22 to claim my debit card. There were 4 representatives during that time.

I was 5th on priority queue, yet I still waited almost two hours before I get accommodated.",1,2 years ago
BPI Las Pinas Branch,"Easy to find. Big parking lot but they should renovate the place and make it look more inviting. Looks like a bit of a haunted building at night. Nonetheless,  it is safe and there's 24/7 security.

Has parking but limited slots only. Near food establishments. Near KTVs and Bar and Grills. Near banks and malls. Near subdivisions, schools and churches.",2,7 years ago
BPI Las Pinas Branch,Im waiting for a long time 5 hrs a few line to transact to get my swift code ..i got it in 1 minute my code..not good..!!! 5hrs = 1minute..,2,3 years ago
BPI Las Pinas Branch,"Worst BPI branch in Las Pinas as always for my stay here in 12 years. Sobrang bagal ng service and you will regret your boredom for hours in just a small queue. Define slow customer service and this branch always came out of my mind. Think of this, you're happy to see the queue is just 10 numbers away from you but you will realize that it will take 45 mins pala before you can go front and call your number. Such a waste of time as always. Make the best out of your time by BPI, boredom as always.

Tip: Try other branches like BPI southmall or the BPI in front of southmall, mas mabilis sila in terms of customer service. Also when going on this branch, bring some  things to kill your boredom or use the e-queue. Don't go here for walk-in transactions and this will be the only activity you will have for the day. Such a waste of your time if you didn't use an e-queue.",1,7 years ago
BPI Las Pinas Branch,Service is so slow. No sense of urgency from the management. Wait time is 2hrs average. Thinking of pulling my funds out.,1,5 years ago
BPI Las Pinas Branch,worst branch ever specially on processing personal loans. customer communication is poor.,1,2 years ago
BPI Las Pinas Branch,"Nicely situated bank , nearby commercial center at that.",5,3 years ago
BPI Las Pinas Branch,My mom's choice for her banking needs,4,3 years ago
BPI Las Pinas Branch,Please maintain your CAM working...,1,6 years ago
BPI Las Pinas Branch,Jun 16f 2017,4,8 years ago
BPI Las Pinas Branch,No one ever answers their phone.,1,5 years ago
BPI Las Pinas Branch,no one is answering the phone..,1,2 years ago
BPI Las Pinas Branch,Banking is easy with BPI!,5,5 years ago
BPI Las Pinas Branch,fast and reliable,5,6 years ago
BPI Las Pinas Branch,Slow service,1,3 years ago
BPI Las Pinas Branch,"I transferred 500 from bpi to my gcash, he already deducted it from my accnt but it came to my gcash but a year ago 900 also didn't come twice why it happened like that bpi I just let it go when it first happened but it followed last night …",1,a year ago
BPI Las Pinas Branch,"If there is only zero rating, I will put zero in our branch. Very bad customer service the guard is VERY RUDE AND RUDE TO TALK TO.
You're getting old, brother. Good luck to you.",1,a year ago
BPI Las Pinas Branch,It's been a few months since we last contacted you. You guys are just following up and following up!!! You just lost money and no action!,1,2 years ago
BPI Las Pinas Branch,The landline just rang and no one answered.,1,a year ago
BPI Las Pinas Branch,,5,4 weeks ago
BPI Las Pinas Branch,,1,5 years ago
BPI Las Pinas Branch,,5,7 years ago
BPI Las Pinas Branch,,3,7 years ago
BPI Las Pinas Branch,,5,7 years ago
BPI Las Pinas Branch,,1,8 years ago
BPI Las Pinas Branch,,4,8 years ago
BPI Las Pinas Cittadella Branch,"Branch Manager doesn’t know how to communicate! Employee under her, also don’t know what they are doing. This branch is the nearest from our home but i may have no choice but to go to a different one. These people need to be oriented again. …",1,a year ago
