record_type,id,branch_name,city,customer_id,date,rating,comment,tags,sentiment,overall_sentiment,branch_sentiment,overall_score,total_reviews,positive_feedback,neutral_feedback,negative_feedback,top_performer_branch,top_performer_score,needs_improvement_branch,needs_improvement_score,city_score,month,monthly_score
review,125.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N125,2025-08-09,71.0,Worst branch ever. Only one or two tellers are assisted. There is no point in people waiting. DON'T GO HERE IF YOU'RE IN A RUSH. WORST BRANCH!!!,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,126.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N126,2025-07-26,38.0,3-4 hours in the queue for the open account.. There are only 1-2 persons at the counter even though there are many customers,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,127.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N127,2025-08-03,42.0,"I WENT TO OPEN A SAVINGS ACCOUNT, WHEN I ARRIVED THE GUARDS WERE ALREADY Screaming, I ARRIVED BEFORE 11am THE LINE WAS VERY LONG AND THEY DIDN'T EVEN GIVE YOU A # TO KNOW WHO WAS NEXT, AT 2pm IT'S MY ...","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,128.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N128,2025-07-24,37.0,"The priority lane and their normal lane outside are separate but the same lane when you go inside, what's the point of you giving the priority lane. I almost fainted in line because my pregnancy was d...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,129.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N129,2025-07-26,81.0,"It's so worthless. I didn't get anything. What they're asking for is worthless. Manager, don't come here. Don't come here. Worst bank experience. I've wasted 5 hours waiting. This is the worst branch....",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,130.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N130,2025-08-12,89.0,"Their service here is worthless, don't ever open an acct at their branch. The process to extend takes too long, even their staff and emloyees are very slow. I hope BSP reviews this BPI branch in Camar...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,131.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N131,2025-07-31,36.0,I have been a client of bpi here in this branch for a long time.. and I am happy that this is a trusted bank even though their services are poor.. I am very disappointed in my encounter with them.. I ...,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,132.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N132,2025-07-25,93.0,"THE SERVICE IS SO LONG! I'VE BEEN WAITING IN LINE FOR FOUR HOURS. TWO HOURS OUTSIDE, TWO HOURS INSIDE! TAKE ACTION ON YOUR SYSTEM! IT'S NOT BETTER. BPI CALOOCAN-CAMARIN IS AWFUL, THE WORST BANK EVER!!...",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,133.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N133,2025-08-15,39.0,"The service is ugly. Minimum 3 hours waiting time. If you intend to go here, don't continue.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,134.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N134,2025-07-25,31.0,"The service is very slow, even if you are in the priority lane, it is useless. You will eat this bank all day.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,135.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N135,2025-07-27,90.0,"Poor service.
Very slow.
Cash deposit only will take 3 hours.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,136.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N136,2025-08-09,28.0,"Well, the queue was long when I arrived and I didn't know where the customer service was. The old manager approaches those people in line to ask what it is and then he also processes.","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,137.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N137,2025-08-12,76.0,"Probably the worst bank.
If you need to open a BPI account, don't go here. It would take you the whole day to open an account",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,138.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N138,2025-08-21,92.0,"Waste of time, slow service, lack of tellers. Suggest to put up BPI Deposit Machine.",Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,139.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N139,2025-08-06,25.0,You know the feeling when you apply for a license at the LTO but you have air conditioning and they are so slow,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,140.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N140,2025-08-01,41.0,Slow service. No consideration for cancer patients. Queue outside and warm up. Guards are not cooperative must explain thoughfully to be understood.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,141.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N141,2025-08-05,88.0,Terrible from 1pm to 5 pm waiting. Length of the queue is pointless. There is no consideration here. Just find another bank guys,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,142.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N142,2025-07-28,23.0,"The transaction is so slow, it takes up to 3 hours before you can transact.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,143.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N143,2025-08-16,28.0,"Your staff are not friendly, there is a long line outside just to talk to the guards, if you look up you think they are customers 😠😠😠 …","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,144.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N144,2025-07-30,94.0,It's really bad that you will give up on the duration of each transaction at this branch. Worst branch ever,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,145.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N145,2025-07-28,23.0,there were a lot of people and then there were only two tellers mygad. mag 2024 there is still no change in the system,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,146.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N146,2025-08-03,44.0,"THE EMPLOYEES HERE ARE EXTREMELY AWESOME, especially their guards every time there are a lot of customers.. Poor service!!!!!","Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,147.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N147,2025-08-12,78.0,"Their tellers are so slow, you idiots, only one is fast. This branch is hopeless. Close it.","Fast Service, Professional Staff",Positive,Neutral,Neutral,,,,,,,,,,,,
review,148.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N148,2025-08-13,31.0,"If you're in a hurry, don't come here! It's too slow. THEY MOVE TOO SLOWLY! You'll just be inconvenienced.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,149.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N149,2025-08-10,31.0,"The transaction is very slow, and it's very difficult to open an account, especially a payroll account.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,150.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N150,2025-08-06,22.0,"Trasaction is extremely slow, almost 2-3hrs before being assisted.",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,151.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N151,2025-08-13,95.0,Can't call the number they put in google info,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,152.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N152,2025-08-08,29.0,It's very slow waiting outside in the heat while they have air conditioning,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,153.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N153,2025-08-02,32.0,ROTTEN SYSTEM VERY SLOW!!,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,154.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N154,2025-08-17,38.0,The guard answered rudely and the line was very long..,"Long Wait Time, Poor Service",Negative,Neutral,Neutral,,,,,,,,,,,,
review,155.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N155,2025-08-13,39.0,the slow one,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,156.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N156,2025-07-24,20.0,Will you open this way?,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,157.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N157,2025-08-02,70.0,Kupad,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,158.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N158,2025-08-18,27.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,159.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N159,2025-08-13,75.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,160.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N160,2025-08-04,74.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,161.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N161,2025-08-02,88.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,162.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N162,2025-08-15,76.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,163.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N163,2025-08-14,86.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,164.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N164,2025-08-16,89.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,165.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N165,2025-07-26,31.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,166.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N166,2025-08-03,42.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,167.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N167,2025-08-16,22.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,168.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N168,2025-08-15,44.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,169.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N169,2025-08-14,70.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,170.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N170,2025-07-30,94.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,171.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N171,2025-07-26,33.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,172.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N172,2025-08-17,71.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,173.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N173,2025-08-07,71.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,174.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N174,2025-08-03,40.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,175.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N175,2025-08-19,27.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,176.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N176,2025-08-04,40.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,177.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N177,2025-08-08,23.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,178.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N178,2025-08-01,38.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,179.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N179,2025-08-16,75.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,180.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N180,2025-08-01,95.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,181.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N181,2025-07-29,25.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,182.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N182,2025-08-01,37.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,183.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N183,2025-07-25,94.0,No review text provided,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,184.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N184,2025-08-10,63.0,No review text provided,Average Experience,Neutral,Neutral,Neutral,,,,,,,,,,,,
review,185.0,BPI Caloocan Camarin Susano Branch,Caloocan,#N185,2025-07-28,21.0,No review text provided,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,186.0,BPI EDSA Monumento,Bpi,#N186,2025-08-16,83.0,Grabe! Soooooper tagal! I went to this bank to report my unprocessed withdrawal from their atm machine. Immediately inquired on the stationed guard outside and gave me the number N18 timed at 9:21am. ...,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,187.0,BPI EDSA Monumento,Bpi,#N187,2025-07-31,80.0,No one answer their fone indicated here in google.,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,188.0,BPI EDSA Monumento,Bpi,#N188,2025-08-16,74.0,This branch is listed in one of the banks open during saturdays and yet when I get there its closed Ugh! please dont put anything that is not consistent or not so reliable ... my time is wasted and fo...,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,189.0,BPI EDSA Monumento,Bpi,#N189,2025-08-16,76.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,190.0,BPI EDSA Monumento,Bpi,#N190,2025-07-27,70.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,191.0,BPI EDSA Monumento,Bpi,#N191,2025-08-12,90.0,No review text provided,Good Experience,Positive,Neutral,Positive,,,,,,,,,,,,
review,192.0,BPI EDSA Balintawak Branch,Bpi,#N192,2025-08-21,85.0,"Their CASH DEPOSIT machine is always working unlike in Ayala Cloverleaf branch which is ALWAYS NOT WORKING, HARDWARE ERROR ETC!!
Also the employee by the name of Mr. George is kind, accommodating and ...",Good Experience,Positive,Neutral,Negative,,,,,,,,,,,,
review,193.0,BPI EDSA Balintawak Branch,Bpi,#N193,2025-08-10,37.0,"Has ATM CASH DEPOSIT with ""working"" CARDLESS option, unlike BPI AYALA it doesn't work, always saying Hardware error.",Issues,Negative,Neutral,Negative,,,,,,,,,,,,
review,194.0,BPI EDSA Balintawak Branch,Bpi,#N194,2025-08-19,35.0,"The teller was very slow, it took us 3hrs. They prioritize when the customer is known or has a big account. Grabee..I think this is the only branch that is very tired as if it is tired..🥺😒😖 …",Issues,Negative,Neutral,Negative,,,,,,,,,,,,
review,195.0,BPI EDSA Balintawak Branch,Bpi,#N195,2025-08-15,37.0,Don't stay at this bank. They are very strict. Even though I have a mask and faceshield on. They still let me in because they want n95 masks.,Issues,Negative,Neutral,Negative,,,,,,,,,,,,
review,196.0,BPI EDSA Balintawak Branch,Bpi,#N196,2025-08-17,44.0,it always takes a long time. more than an hour wait just to withdraw. The employees are nice though.,"Long Wait Time, Poor Service",Negative,Neutral,Negative,,,,,,,,,,,,
review,197.0,BPI EDSA Balintawak Branch,Bpi,#N197,2025-08-02,38.0,"The guard is power tripping, I'm going to create an account, they won't let me in because they say it's closing, even though I was there at 2:25",Issues,Negative,Neutral,Negative,,,,,,,,,,,,
review,198.0,BPI EDSA Balintawak Branch,Bpi,#N198,2025-08-18,20.0,No review text provided,Issues,Negative,Neutral,Negative,,,,,,,,,,,,
review,199.0,BPI EDSA Balintawak Branch,Bpi,#N199,2025-07-29,27.0,No review text provided,Issues,Negative,Neutral,Negative,,,,,,,,,,,,
review,200.0,BPI EDSA Balintawak Branch,Bpi,#N200,2025-07-28,34.0,No review text provided,Issues,Negative,Neutral,Negative,,,,,,,,,,,,
review,201.0,BPI EDSA Balintawak Branch,Bpi,#N201,2025-08-09,34.0,No review text provided,Issues,Negative,Neutral,Negative,,,,,,,,,,,,
review,202.0,BPI Grace Park 11Th Ave Branch,Bpi,#N202,2025-08-13,33.0,"For deposit only, 1hour - 13 minutes ...
Super slow service experienced...",Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
review,203.0,BPI Grace Park 11Th Ave Branch,Bpi,#N203,2025-08-05,72.0,HORRIBLE EXPERIENCE FOR THIS BANK AND THE STAFF ON CREDIT CARDS WITHOUT EDUCATING CHARGES AND ALSO IN COMPLETE INFORMATION PROVIDED FOR THE SAKE OF THEIR SALES. PLEASE BE AWARE.,Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,204.0,BPI Grace Park 11Th Ave Branch,Bpi,#N204,2025-08-15,85.0,1hour and 30mins counting and the queue hasnt moved. Best service(sarcasm),Good Experience,Positive,Neutral,Neutral,,,,,,,,,,,,
review,205.0,BPI Grace Park 11Th Ave Branch,Bpi,#N205,2025-08-11,33.0,Slow service. Unapproachable staffs.,Issues,Negative,Neutral,Neutral,,,,,,,,,,,,
