branch_name,review_text,star_rating,date,cleaned_text,bert_sentiment,rating_sentiment,bert_sentiment_analysis,rating_based_sentiment,branch_overall_sentiment,dataset_overall_sentiment
BPI Caloocan Camarin Susano Branch,"The bank opening process was very slow, it took me 6 hours to wait for my turn. bad branch! they prioritize only those they know, even though I came to their ""friends"" earlier! very poor customer service, system sucks!",1,2 years ago,"the bank opening process was very slow, it took me 6 hours to wait for my turn. bad branch! they prioritize only those they know, even though i came to their friends earlier! very poor customer service, system sucks!",Positive,Negative,Positive,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,"1hr +++ per transaction for deposit, waste of time. It's okay if there's a long queue, but if it's been 1hr 30mins and the queue still isn't moving, then there must be a problem. The guard said there's only one teller because the other one …",1,3 years ago,"1hr  per transaction for deposit, waste of time. its okay if theres a long queue, but if its been 1hr 30mins and the queue still isnt moving, then there must be a problem. the guard said theres only one teller because the other one ",Negative,Negative,Negative,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,"This branch is so amazing. Before I got in line, they asked for all the IDs I had and they gave me a number, I thought it was okay. Then after 4 hours of waiting, they tell you that the IDs you have are not allowed! The guard should have …",1,2 years ago,"this branch is so amazing. before i got in line, they asked for all the ids i had and they gave me a number, i thought it was okay. then after 4 hours of waiting, they tell you that the ids you have are not allowed! the guard should have ",Positive,Negative,Positive,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,"The process is very slow, it's been a while since we've been back, the savings account is open, we still need barangay clearance, like what? I am the one who will give and entrust you with our money and yet it seems like you are making it appear that you are still your customers without trust 😡 this is just the worst branch of BPI! …",1,2 years ago,"the process is very slow, its been a while since weve been back, the savings account is open, we still need barangay clearance, like what? i am the one who will give and entrust you with our money and yet it seems like you are making it appear that you are still your customers without trust  this is just the worst branch of bpi! ",Positive,Negative,Positive,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,"It was so stressful. I was about to open a payroll account. A staff member asked me what the requirements were. So I told them what I had, then the NBI and Authorization for proof of billing were all I needed so I had to go home to get the …",1,4 years ago,"it was so stressful. i was about to open a payroll account. a staff member asked me what the requirements were. so i told them what i had, then the nbi and authorization for proof of billing were all i needed so i had to go home to get the ",Negative,Negative,Negative,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,"Worst branch ever .. there is a manager but the manager knows we are complaining about the situation he was there next to us while we had a conversation then I found out from security that he is the manager, it's crazy,, not good customer service",1,a year ago,"worst branch ever .. there is a manager but the manager knows we are complaining about the situation he was there next to us while we had a conversation then i found out from security that he is the manager, its crazy,, not good customer service",Positive,Negative,Positive,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,Worst branch I've ever transacted. When you have to wait outside for 2 hrs. even though the lane for deposit is different from the special/other transactions lane. Waste of time. Not recommended for those who have a lot to do.,1,2 years ago,worst branch ive ever transacted. when you have to wait outside for 2 hrs. even though the lane for deposit is different from the specialother transactions lane. waste of time. not recommended for those who have a lot to do.,Positive,Negative,Positive,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,Worst branch ever. Only one or two tellers are assisted. There is no point in people waiting. DON'T GO HERE IF YOU'RE IN A RUSH. WORST BRANCH!!!,1,a year ago,worst branch ever. only one or two tellers are assisted. there is no point in people waiting. dont go here if youre in a rush. worst branch!!!,Positive,Negative,Positive,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,3-4 hours in the queue for the open account.. There are only 1-2 persons at the counter even though there are many customers,1,a year ago,34 hours in the queue for the open account.. there are only 12 persons at the counter even though there are many customers,Negative,Negative,Negative,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,"I WENT TO OPEN A SAVINGS ACCOUNT, WHEN I ARRIVED THE GUARDS WERE ALREADY Screaming, I ARRIVED BEFORE 11am THE LINE WAS VERY LONG AND THEY DIDN'T EVEN GIVE YOU A # TO KNOW WHO WAS NEXT, AT 2pm IT'S MY TURN I WAITED FOR 3HRS, WHEN I WAS AT …",1,a year ago,"i went to open a savings account, when i arrived the guards were already screaming, i arrived before 11am the line was very long and they didnt even give you a  to know who was next, at 2pm its my turn i waited for 3hrs, when i was at ",Negative,Negative,Negative,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,"The priority lane and their normal lane outside are separate but the same lane when you go inside, what's the point of you giving the priority lane. I almost fainted in line because my pregnancy was delicate, if my mother hadn't gasped, I …",1,3 years ago,"the priority lane and their normal lane outside are separate but the same lane when you go inside, whats the point of you giving the priority lane. i almost fainted in line because my pregnancy was delicate, if my mother hadnt gasped, i ",Negative,Negative,Negative,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,"It's so worthless. I didn't get anything. What they're asking for is worthless. Manager, don't come here. Don't come here. Worst bank experience. I've wasted 5 hours waiting. This is the worst branch. If only I could have a half star in …",1,2 years ago,"its so worthless. i didnt get anything. what theyre asking for is worthless. manager, dont come here. dont come here. worst bank experience. ive wasted 5 hours waiting. this is the worst branch. if only i could have a half star in ",Positive,Negative,Positive,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,"Their service here is worthless, don't ever open an acct at their branch. The process to extend takes too long, even their staff and emloyees are very slow. I hope BSP reviews this BPI branch in Camarin",1,3 years ago,"their service here is worthless, dont ever open an acct at their branch. the process to extend takes too long, even their staff and emloyees are very slow. i hope bsp reviews this bpi branch in camarin",Positive,Negative,Positive,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,I have been a client of bpi here in this branch for a long time.. and I am happy that this is a trusted bank even though their services are poor.. I am very disappointed in my encounter with them.. I politely asked with PO and the only …,2,2 years ago,i have been a client of bpi here in this branch for a long time.. and i am happy that this is a trusted bank even though their services are poor.. i am very disappointed in my encounter with them.. i politely asked with po and the only ,Negative,Negative,Negative,Negative,Negative,Positive
BPI Caloocan Camarin Susano Branch,"THE SERVICE IS SO LONG! I'VE BEEN WAITING IN LINE FOR FOUR HOURS. TWO HOURS OUTSIDE, TWO HOURS INSIDE! TAKE ACTION ON YOUR SYSTEM! IT'S NOT BETTER. BPI CALOOCAN-CAMARIN IS AWFUL, THE WORST BANK EVER!!!! I JUST CAME FROM WORK AT 10:30AM AND I'VE BEEN IN LINE AT 2PM AND I STILL HAVEN'T BEEN ASSISTED!!!!",1,2 years ago,"the service is so long! ive been waiting in line for four hours. two hours outside, two hours inside! take action on your system! its not better. bpi caloocancamarin is awful, the worst bank ever!!!! i just came from work at 1030am and ive been in line at 2pm and i still havent been assisted!!!!",Positive,Negative,Positive,Negative,Negative,Positive
